tweet	user	start	end	language
454631507118665730	10241992	82	83	lang1
2686966675	16111332	0	1	lang1
2686966675	16111332	2	3	lang1
2686966675	16111332	4	5	lang1
2686966675	16111332	6	7	lang1
2686966675	16111332	8	8	lang1
2686966675	16111332	9	10	lang1
2686966675	16111332	11	12	lang1
2686966675	16111332	14	15	lang1
2686966675	16111332	16	18	lang1
2686966675	16111332	20	21	ne
2686966675	16111332	22	22	ne
2686966675	16111332	23	24	ne
2686966675	16111332	28	29	lang1
2686966675	16111332	30	31	lang1
2686966675	16111332	33	33	lang1
2686966675	16111332	34	35	lang1
2686966675	16111332	36	36	lang1
2686966675	16111332	37	37	lang1
2686966675	16111332	38	39	lang1
2686966675	16111332	40	41	lang1
2686966675	16111332	43	43	lang1
2686966675	16111332	44	45	lang1
2686966675	16111332	46	47	lang1
2686966675	16111332	48	48	lang1
2686966675	16111332	49	49	lang1
2686966675	16111332	50	51	lang1
2686966675	16111332	53	54	lang1
2686966675	16111332	56	56	lang1
2686966675	16111332	57	59	lang1
2686966675	16111332	60	60	lang1
2686966675	16111332	62	63	ne
2686966675	16111332	64	64	ne
2686966675	16111332	65	66	ne
2686966675	16111332	68	69	lang1
2686966675	16111332	70	70	lang1
2686966675	16111332	71	72	lang1
2686966675	16111332	73	74	lang1
2686966675	16111332	75	76	lang1
2686966675	16111332	77	78	lang1
2686966675	16111332	80	80	lang1
2686966675	16111332	81	82	lang1
2686966675	16111332	83	83	lang1
2686966675	16111332	84	84	lang1
2686966675	16111332	85	85	lang1
2686966675	16111332	86	86	lang1
2686966675	16111332	88	89	lang1
2686966675	16111332	90	91	lang1
2686966675	16111332	93	95	lang1
2686966675	16111332	96	97	lang1
2686966675	16111332	98	99	lang1
2686966675	16111332	100	101	lang1
2686966675	16111332	103	104	ne
2686966675	16111332	105	105	ne
2686966675	16111332	106	107	ne
2686966675	16111332	109	110	lang1
2686966675	16111332	111	111	lang1
14834976191	14064628	0	0	lang1
14834976191	14064628	2	2	other
14834976191	14064628	4	4	other
14834976191	14064628	5	5	lang1
14834976191	14064628	6	7	lang1
14834976191	14064628	8	9	lang1
14834976191	14064628	10	10	lang1
14834976191	14064628	11	12	lang1
14834976191	14064628	13	13	lang1
14834976191	14064628	15	16	lang1
14834976191	14064628	18	19	lang1
14834976191	14064628	20	21	lang2
14834976191	14064628	22	23	lang1
14834976191	14064628	25	25	lang1
14834976191	14064628	26	28	other
14834976191	14064628	29	29	other
14834976191	14064628	31	31	lang1
14834976191	14064628	32	32	lang1
14834976191	14064628	33	34	lang2
14834976191	14064628	35	36	lang1
14834976191	14064628	37	37	lang1
14834976191	14064628	38	38	lang1
14834976191	14064628	40	41	lang1
14834976191	14064628	42	42	lang1
14834976191	14064628	45	46	lang1
14834976191	14064628	47	50	ne
14834976191	14064628	52	52	lang2
14834976191	14064628	53	53	lang1
14834976191	14064628	54	55	lang2
14834976191	14064628	56	57	lang1
14834976191	14064628	58	59	lang1
14834976191	14064628	60	60	lang1
14834976191	14064628	61	61	lang1
14834976191	14064628	62	64	ne
14834976191	14064628	65	65	lang1
425682397883932672	7224102	0	0	lang1
425682397883932672	7224102	1	1	lang1
425682397883932672	7224102	2	2	lang1
425682397883932672	7224102	3	3	lang1
425682397883932672	7224102	4	10	ne
425682397883932672	7224102	11	11	lang1
425682397883932672	7224102	12	13	lang1
425682397883932672	7224102	14	16	lang1
425682397883932672	7224102	17	19	lang1
425682397883932672	7224102	21	22	lang1
425682397883932672	7224102	23	23	lang1
425682397883932672	7224102	24	25	lang1
425682397883932672	7224102	26	26	lang1
425682397883932672	7224102	27	27	lang1
425682397883932672	7224102	28	29	lang1
425682397883932672	7224102	30	30	lang1
425682397883932672	7224102	31	32	lang1
425682397883932672	7224102	33	33	lang1
425682397883932672	7224102	34	35	lang1
425682397883932672	7224102	37	37	lang1
425682397883932672	7224102	38	39	lang1
425682397883932672	7224102	40	41	lang1
455943741996806144	6110552	0	5	ne
455943741996806144	6110552	6	7	lang1
455943741996806144	6110552	8	9	lang1
455943741996806144	6110552	10	11	lang1
455943741996806144	6110552	12	13	lang1
455943741996806144	6110552	14	15	lang1
455943741996806144	6110552	16	17	lang1
455943741996806144	6110552	18	18	lang1
455943741996806144	6110552	19	20	lang1
455943741996806144	6110552	21	21	lang1
455943741996806144	6110552	22	22	lang1
455943741996806144	6110552	24	25	lang1
455943741996806144	6110552	26	26	lang1
455943741996806144	6110552	27	27	lang1
455943741996806144	6110552	28	28	lang1
455943741996806144	6110552	29	32	other
455943741996806144	6110552	33	34	other
455943741996806144	6110552	36	37	lang1
455943741996806144	6110552	38	39	lang1
455943741996806144	6110552	40	40	lang1
455943741996806144	6110552	41	41	lang1
455943741996806144	6110552	42	42	lang1
455943741996806144	6110552	43	43	lang1
442894161952260096	699153	0	1	lang1
442894161952260096	699153	2	2	lang1
442894161952260096	699153	5	6	lang1
442894161952260096	699153	7	7	lang1
442894161952260096	699153	8	10	ne
442894161952260096	699153	12	18	ne
442894161952260096	699153	20	23	ne
442894161952260096	699153	25	30	ne
442894161952260096	699153	32	32	lang1
442894161952260096	699153	33	33	lang1
442894161952260096	699153	34	34	lang1
442894161952260096	699153	35	37	lang1
294189621489848322	368093	1	10	other
294189621489848322	368093	13	14	lang2
294189621489848322	368093	16	16	ne
294189621489848322	368093	17	17	ne
456009113911062528	794870	1	4	ne
456009113911062528	794870	7	14	lang2
456009113911062528	794870	16	18	lang1
456009113911062528	794870	19	19	lang1
409306434329784320	14161764	0	2	lang1
409306434329784320	14161764	3	4	lang1
409306434329784320	14161764	5	6	ne
409306434329784320	14161764	7	8	ne
409306434329784320	14161764	9	11	ne
409306434329784320	14161764	12	12	ne
409306434329784320	14161764	13	14	lang1
409306434329784320	14161764	16	17	lang1
409306434329784320	14161764	18	19	lang1
409306434329784320	14161764	21	22	lang1
409306434329784320	14161764	23	23	lang1
409306434329784320	14161764	24	24	lang1
409306434329784320	14161764	25	25	lang1
409306434329784320	14161764	26	27	lang1
409306434329784320	14161764	29	31	lang1
409306434329784320	14161764	32	32	lang1
409306434329784320	14161764	33	34	lang1
409306434329784320	14161764	35	36	lang1
409306434329784320	14161764	37	37	lang1
409306434329784320	14161764	38	38	lang1
409306434329784320	14161764	40	41	lang1
409306434329784320	14161764	42	43	lang1
409306434329784320	14161764	44	44	lang1
409306434329784320	14161764	45	49	lang2
409306434329784320	14161764	51	53	lang1
409306434329784320	14161764	54	55	lang1
409306434329784320	14161764	56	56	lang1
409306434329784320	14161764	57	58	lang1
409306434329784320	14161764	59	60	lang1
409306434329784320	14161764	61	61	lang1
409306434329784320	14161764	62	62	lang1
409306434329784320	14161764	63	64	lang1
409306434329784320	14161764	65	66	lang1
409306434329784320	14161764	68	68	lang1
409306434329784320	14161764	69	69	lang1
409306434329784320	14161764	71	74	lang1
409306434329784320	14161764	75	75	lang1
409306434329784320	14161764	76	77	lang1
409306434329784320	14161764	78	78	lang1
409306434329784320	14161764	79	80	lang1
409306434329784320	14161764	82	84	lang1
409306434329784320	14161764	85	86	lang1
409306434329784320	14161764	87	87	lang1
409306434329784320	14161764	90	95	ne
417172825808457729	7505892	1	6	other
417172825808457729	7505892	8	9	lang1
417172825808457729	7505892	10	10	lang1
417172825808457729	7505892	11	12	lang1
417172825808457729	7505892	13	13	lang1
417172825808457729	7505892	15	16	lang2
417172825808457729	7505892	18	18	lang1
417172825808457729	7505892	19	19	lang1
417172825808457729	7505892	20	20	lang1
417172825808457729	7505892	21	22	lang1
417172825808457729	7505892	23	23	lang1
417172825808457729	7505892	25	32	lang2
417172825808457729	7505892	34	35	lang1
417172825808457729	7505892	36	36	lang1
417172825808457729	7505892	37	37	lang1
417172825808457729	7505892	38	39	lang1
417172825808457729	7505892	40	40	lang1
1019442145	14332260	0	2	lang1
1019442145	14332260	3	3	lang1
1019442145	14332260	4	9	ne
1019442145	14332260	10	10	lang1
1019442145	14332260	11	12	lang1
1019442145	14332260	13	13	lang1
1019442145	14332260	15	16	lang1
1019442145	14332260	17	18	lang1
1019442145	14332260	19	20	lang1
1019442145	14332260	21	22	lang1
1019442145	14332260	23	23	lang1
1019442145	14332260	24	25	lang1
1019442145	14332260	27	28	lang1
1019442145	14332260	29	29	lang1
1019442145	14332260	30	31	lang1
456466702616649728	3212581	1	6	other
456466702616649728	3212581	8	9	lang2
456466702616649728	3212581	10	10	lang1
449441040861130752	713323	1	8	other
449441040861130752	713323	11	11	other
449441040861130752	713323	13	15	lang2
449441040861130752	713323	17	17	lang2
449441040861130752	713323	19	23	lang2
449441040861130752	713323	26	27	lang2
449441040861130752	713323	29	31	lang2
449441040861130752	713323	33	36	lang2
449441040861130752	713323	38	44	lang2
449441040861130752	713323	46	51	lang2
449441040861130752	713323	54	54	lang2
449441040861130752	713323	56	56	lang2
449441040861130752	713323	58	58	lang2
449441040861130752	713323	60	60	lang1
449441040861130752	713323	61	61	lang1
449441040861130752	713323	64	66	lang2
449441040861130752	713323	68	71	lang2
26043841623	5970452	0	0	lang1
26043841623	5970452	1	1	lang1
26043841623	5970452	2	2	lang1
26043841623	5970452	3	3	lang1
26043841623	5970452	4	5	lang1
26043841623	5970452	6	6	lang1
26043841623	5970452	7	7	lang1
26043841623	5970452	9	13	lang2
26043841623	5970452	15	23	lang2
26043841623	5970452	25	26	lang1
26043841623	5970452	29	29	lang1
26043841623	5970452	30	30	lang1
26043841623	5970452	31	32	lang1
26043841623	5970452	33	34	lang1
26043841623	5970452	35	35	lang1
26043841623	5970452	39	45	ne
26600217100951552	14979372	0	1	lang1
26600217100951552	14979372	2	2	lang1
26600217100951552	14979372	3	3	lang1
26600217100951552	14979372	4	5	lang1
26600217100951552	14979372	6	12	ne
26600217100951552	14979372	13	14	lang1
26600217100951552	14979372	17	17	lang2
26600217100951552	14979372	19	19	lang1
62916531457236992	12705792	0	1	lang2
62916531457236992	12705792	4	9	other
62916531457236992	12705792	11	12	lang1
62916531457236992	12705792	14	15	lang1
62916531457236992	12705792	16	17	other
62916531457236992	12705792	18	18	lang1
62916531457236992	12705792	19	19	lang1
62916531457236992	12705792	20	21	ne
62916531457236992	12705792	22	22	lang1
62916531457236992	12705792	23	24	lang1
62916531457236992	12705792	25	26	lang1
62916531457236992	12705792	27	27	lang1
62916531457236992	12705792	28	29	lang1
62916531457236992	12705792	30	30	lang1
62916531457236992	12705792	31	31	lang1
62916531457236992	12705792	32	32	lang1
62916531457236992	12705792	33	34	lang1
62916531457236992	12705792	35	35	lang1
62916531457236992	12705792	36	37	lang1
62916531457236992	12705792	39	39	lang1
62916531457236992	12705792	40	41	lang1
62916531457236992	12705792	42	42	lang1
62916531457236992	12705792	43	43	lang1
62916531457236992	12705792	44	44	lang1
62916531457236992	12705792	45	46	ne
62916531457236992	12705792	47	47	lang1
62916531457236992	12705792	49	49	lang1
62916531457236992	12705792	50	51	lang1
62916531457236992	12705792	52	52	lang1
62916531457236992	12705792	53	54	lang1
62916531457236992	12705792	55	56	lang1
62916531457236992	12705792	57	57	lang1
62916531457236992	12705792	58	59	lang1
62916531457236992	12705792	60	61	lang1
62916531457236992	12705792	62	62	lang1
111721053176348672	11988342	0	0	lang1
111721053176348672	11988342	1	2	other
111721053176348672	11988342	3	3	lang1
111721053176348672	11988342	4	6	ne
111721053176348672	11988342	7	9	lang1
111721053176348672	11988342	10	10	lang1
111721053176348672	11988342	11	12	lang1
111721053176348672	11988342	13	13	lang1
111721053176348672	11988342	15	16	lang1
111721053176348672	11988342	17	18	lang1
111721053176348672	11988342	19	20	lang1
111721053176348672	11988342	21	21	lang1
111721053176348672	11988342	22	22	lang1
111721053176348672	11988342	23	27	ne
111721053176348672	11988342	29	33	ne
111721053176348672	11988342	34	34	lang1
111721053176348672	11988342	35	36	other
111721053176348672	11988342	37	37	other
111721053176348672	11988342	39	42	ne
111721053176348672	11988342	44	44	lang1
111721053176348672	11988342	45	47	lang1
111721053176348672	11988342	48	48	lang1
111721053176348672	11988342	49	49	lang1
111721053176348672	11988342	50	50	lang1
111721053176348672	11988342	51	52	lang1
111721053176348672	11988342	53	55	lang1
111721053176348672	11988342	57	57	lang1
111721053176348672	11988342	58	59	lang1
111721053176348672	11988342	60	60	lang1
111721053176348672	11988342	62	63	lang1
111721053176348672	11988342	64	65	lang1
111721053176348672	11988342	67	68	lang1
111721053176348672	11988342	69	70	lang1
4045571838	10801572	1	9	other
4045571838	10801572	12	13	lang1
4045571838	10801572	14	15	lang1
4045571838	10801572	16	18	lang1
4045571838	10801572	19	20	lang1
4045571838	10801572	21	21	lang1
4045571838	10801572	22	23	lang1
4045571838	10801572	24	25	lang1
4045571838	10801572	26	26	lang1
4045571838	10801572	28	29	lang1
4045571838	10801572	30	30	lang1
4045571838	10801572	31	32	lang1
4045571838	10801572	33	33	lang1
4045571838	10801572	34	39	other
4045571838	10801572	42	43	lang1
4045571838	10801572	44	44	lang1
4045571838	10801572	45	46	lang1
4045571838	10801572	47	48	lang1
4045571838	10801572	49	49	lang1
4045571838	10801572	51	53	lang1
4045571838	10801572	54	57	lang1
4045571838	10801572	58	59	lang1
4045571838	10801572	61	61	lang1
4045571838	10801572	62	63	lang1
4045571838	10801572	64	65	lang1
4045571838	10801572	66	66	lang1
4045571838	10801572	67	68	lang1
4045571838	10801572	69	70	lang1
4045571838	10801572	71	71	lang1
4045571838	10801572	72	73	lang1
4045571838	10801572	74	75	lang1
4045571838	10801572	77	78	lang1
4045571838	10801572	79	79	lang1
4045571838	10801572	80	80	lang1
4045571838	10801572	81	82	lang1
4045571838	10801572	83	83	lang1
4045571838	10801572	84	85	lang1
4771042279030784	11244072	0	1	lang1
4771042279030784	11244072	2	2	lang1
4771042279030784	11244072	3	4	lang1
4771042279030784	11244072	5	6	lang1
4771042279030784	11244072	7	8	lang1
4771042279030784	11244072	9	9	lang1
4771042279030784	11244072	10	11	lang1
4771042279030784	11244072	12	13	lang1
4771042279030784	11244072	14	14	lang1
4771042279030784	11244072	15	15	lang1
4771042279030784	11244072	17	18	ne
4771042279030784	11244072	19	20	lang1
4771042279030784	11244072	21	22	lang1
4771042279030784	11244072	23	23	lang1
4771042279030784	11244072	24	25	lang1
4771042279030784	11244072	26	27	lang1
4771042279030784	11244072	28	28	lang1
4771042279030784	11244072	29	30	lang1
4771042279030784	11244072	31	32	lang1
4771042279030784	11244072	37	38	lang1
4771042279030784	11244072	42	46	ne
4771042279030784	11244072	47	48	lang1
4771042279030784	11244072	49	50	lang1
4771042279030784	11244072	51	51	lang1
426001101427470336	7948072	1	6	ne
426001101427470336	7948072	8	10	lang1
426001101427470336	7948072	12	14	lang2
426001101427470336	7948072	16	16	lang1
426001101427470336	7948072	17	17	lang1
392277975388798976	7007922	0	7	ne
392277975388798976	7007922	9	11	lang1
392277975388798976	7007922	12	12	lang1
392277975388798976	7007922	13	14	lang1
446340028168298496	5547942	2	6	ne
446340028168298496	5547942	9	10	ne
446340028168298496	5547942	11	13	ne
446340028168298496	5547942	15	15	lang1
446340028168298496	5547942	16	17	lang1
446340028168298496	5547942	18	19	lang1
446340028168298496	5547942	20	22	lang1
446340028168298496	5547942	23	23	lang1
446340028168298496	5547942	26	32	ne
446340028168298496	5547942	35	35	lang1
446340028168298496	5547942	36	37	lang1
446340028168298496	5547942	38	38	lang1
446340028168298496	5547942	40	41	lang1
446340028168298496	5547942	42	42	lang1
446340028168298496	5547942	43	44	lang1
446340028168298496	5547942	45	46	lang1
446340028168298496	5547942	47	47	lang1
446340028168298496	5547942	48	49	lang1
446340028168298496	5547942	50	51	lang1
446340028168298496	5547942	53	53	lang1
446340028168298496	5547942	54	55	lang1
446340028168298496	5547942	56	57	lang1
446340028168298496	5547942	58	59	lang1
446340028168298496	5547942	60	61	lang1
446340028168298496	5547942	62	62	lang1
446340028168298496	5547942	63	64	lang1
446340028168298496	5547942	65	66	lang1
446340028168298496	5547942	67	68	lang1
446340028168298496	5547942	72	87	ne
978404492	6870212	1	8	other
978404492	6870212	10	10	lang1
978404492	6870212	15	15	lang1
978404492	6870212	16	16	lang1
978404492	6870212	17	17	lang1
978404492	6870212	18	18	lang1
978404492	6870212	19	19	lang1
978404492	6870212	22	22	lang1
978404492	6870212	23	23	lang1
978404492	6870212	24	27	other
978404492	6870212	29	32	other
978404492	6870212	33	33	lang1
978404492	6870212	34	35	other
978404492	6870212	38	39	other
978404492	6870212	40	41	lang1
978404492	6870212	44	47	other
978404492	6870212	48	48	lang1
978404492	6870212	49	50	lang1
978404492	6870212	56	56	lang1
978404492	6870212	57	57	lang1
978404492	6870212	58	58	lang1
978404492	6870212	59	59	lang1
978404492	6870212	60	65	ne
978404492	6870212	67	69	ne
978404492	6870212	70	70	lang1
978404492	6870212	71	72	lang1
978404492	6870212	73	74	lang1
978404492	6870212	75	75	lang1
978404492	6870212	76	76	lang1
978404492	6870212	77	77	lang1
446573814676062209	1490631	0	4	lang2
446573814676062209	1490631	6	19	lang2
446573814676062209	1490631	22	23	lang1
446573814676062209	1490631	24	24	lang1
446573814676062209	1490631	28	41	lang2
223622016610217985	6534162	0	1	lang1
223622016610217985	6534162	2	3	lang1
223622016610217985	6534162	4	5	lang1
223622016610217985	6534162	6	6	lang1
223622016610217985	6534162	7	7	lang1
223622016610217985	6534162	8	9	lang1
223622016610217985	6534162	10	10	lang1
223622016610217985	6534162	11	11	lang1
223622016610217985	6534162	12	13	lang1
223622016610217985	6534162	14	15	lang1
223622016610217985	6534162	16	17	lang1
223622016610217985	6534162	18	18	lang1
223622016610217985	6534162	19	20	lang1
223622016610217985	6534162	21	22	lang1
223622016610217985	6534162	24	25	lang1
223622016610217985	6534162	26	28	lang1
223622016610217985	6534162	29	30	lang1
223622016610217985	6534162	32	33	lang1
223622016610217985	6534162	34	35	lang1
223622016610217985	6534162	36	36	lang1
223622016610217985	6534162	37	38	lang1
223622016610217985	6534162	39	39	lang1
223622016610217985	6534162	40	40	lang1
223622016610217985	6534162	41	41	lang1
223622016610217985	6534162	42	43	lang1
223622016610217985	6534162	46	47	lang2
223622016610217985	6534162	50	50	lang1
223622016610217985	6534162	51	52	lang1
223622016610217985	6534162	53	54	lang1
223622016610217985	6534162	55	55	lang1
223622016610217985	6534162	56	56	lang1
223622016610217985	6534162	57	58	lang1
223622016610217985	6534162	59	59	lang1
223622016610217985	6534162	61	63	other
454585672913793024	12717952	2	2	lang1
454585672913793024	12717952	3	4	lang1
454585672913793024	12717952	5	5	lang1
454585672913793024	12717952	6	7	ne
454585672913793024	12717952	8	9	ne
454585672913793024	12717952	11	11	lang1
454585672913793024	12717952	12	12	ne
454585672913793024	12717952	13	16	ne
454585672913793024	12717952	19	19	lang1
454585672913793024	12717952	20	22	lang1
454585672913793024	12717952	23	23	lang1
454585672913793024	12717952	24	24	lang1
454585672913793024	12717952	26	27	lang1
454585672913793024	12717952	28	28	ne
454585672913793024	12717952	29	30	ne
454585672913793024	12717952	31	31	lang1
454585672913793024	12717952	32	32	lang1
454585672913793024	12717952	33	34	lang1
454585672913793024	12717952	35	36	lang1
454585672913793024	12717952	37	37	lang1
454585672913793024	12717952	38	38	lang1
454585672913793024	12717952	40	41	lang2
454557286183079936	15183060	0	1	lang2
454557286183079936	15183060	3	4	lang1
454557286183079936	15183060	5	6	lang1
454557286183079936	15183060	7	8	lang1
454557286183079936	15183060	9	10	lang1
454557286183079936	15183060	12	12	lang1
454557286183079936	15183060	13	13	lang1
454557286183079936	15183060	14	14	lang1
454557286183079936	15183060	15	15	lang1
454557286183079936	15183060	17	19	lang2
454557286183079936	15183060	21	22	lang1
454557286183079936	15183060	24	26	lang2
454557286183079936	15183060	28	29	lang1
454557286183079936	15183060	31	33	lang2
454557286183079936	15183060	35	35	lang1
456397211589304320	4689241	1	12	other
456397211589304320	4689241	14	15	lang1
456397211589304320	4689241	16	16	lang1
456397211589304320	4689241	17	17	lang1
456397211589304320	4689241	18	22	ne
456397211589304320	4689241	23	24	lang1
456397211589304320	4689241	25	25	lang1
456397211589304320	4689241	28	28	other
450096909836107777	754762	1	6	other
450096909836107777	754762	9	9	lang1
450096909836107777	754762	11	11	lang1
450096909836107777	754762	12	12	lang1
450096909836107777	754762	13	20	ne
450096909836107777	754762	21	22	lang1
450096909836107777	754762	23	24	lang1
450096909836107777	754762	25	26	lang1
450096909836107777	754762	27	27	lang1
916177640	687553	1	4	ne
916177640	687553	6	6	ne
916177640	687553	7	8	ne
916177640	687553	9	9	lang1
916177640	687553	10	13	lang2
916177640	687553	14	14	lang1
916177640	687553	15	16	lang1
456289778535636992	691123	1	10	ne
456289778535636992	691123	13	23	other
456289778535636992	691123	26	33	ne
456289778535636992	691123	34	36	ne
456289778535636992	691123	38	40	ne
456289778535636992	691123	41	43	ne
456289778535636992	691123	46	49	ne
456289778535636992	691123	51	52	ne
456289778535636992	691123	54	57	other
434351365389692929	739093	1	8	ne
434351365389692929	739093	10	11	lang1
434351365389692929	739093	12	12	lang1
434351365389692929	739093	13	14	ne
434351365389692929	739093	15	16	ne
434351365389692929	739093	17	18	lang1
434351365389692929	739093	19	20	lang1
434351365389692929	739093	21	22	lang2
434351365389692929	739093	23	23	lang1
434351365389692929	739093	24	24	lang1
434351365389692929	739093	25	26	lang1
434351365389692929	739093	27	27	lang1
434351365389692929	739093	28	28	lang1
451949023725776897	665073	0	3	ne
451949023725776897	665073	4	4	lang1
451949023725776897	665073	5	6	lang1
451949023725776897	665073	7	8	lang1
451949023725776897	665073	9	9	lang1
451949023725776897	665073	10	10	lang1
451949023725776897	665073	11	11	lang1
442820266003935232	621443	0	7	ne
442820266003935232	621443	8	8	lang1
442820266003935232	621443	9	10	lang1
442820266003935232	621443	11	11	lang1
442820266003935232	621443	13	14	lang1
339301176363323392	611853	0	1	lang1
339301176363323392	611853	2	3	lang1
339301176363323392	611853	4	4	lang1
339301176363323392	611853	5	6	lang1
339301176363323392	611853	7	8	lang1
339301176363323392	611853	9	10	lang1
339301176363323392	611853	11	12	lang1
339301176363323392	611853	13	13	lang1
339301176363323392	611853	14	15	lang1
339301176363323392	611853	17	18	lang1
339301176363323392	611853	19	20	lang1
339301176363323392	611853	21	21	lang1
339301176363323392	611853	22	23	lang1
339301176363323392	611853	24	25	lang1
339301176363323392	611853	26	26	lang1
339301176363323392	611853	27	28	lang1
339301176363323392	611853	29	29	lang1
339301176363323392	611853	30	31	lang1
339301176363323392	611853	32	34	lang1
339301176363323392	611853	35	35	lang1
339301176363323392	611853	37	37	lang1
339301176363323392	611853	38	38	lang1
339301176363323392	611853	39	40	lang1
339301176363323392	611853	41	42	lang1
339301176363323392	611853	46	53	ne
453740138883862528	619283	1	10	lang2
453740138883862528	619283	13	13	lang1
453740138883862528	619283	14	14	lang1
453740138883862528	619283	16	17	lang1
453740138883862528	619283	18	18	lang1
453740138883862528	619283	19	20	lang1
453740138883862528	619283	21	22	lang1
453740138883862528	619283	23	23	lang1
453740138883862528	619283	24	25	lang1
453740138883862528	619283	27	28	lang1
453740138883862528	619283	29	30	lang1
453740138883862528	619283	31	32	lang1
453740138883862528	619283	33	33	lang1
453740138883862528	619283	36	39	lang2
453740138883862528	619283	41	44	lang2
455201177744179200	769291	0	5	ne
455201177744179200	769291	6	7	lang1
455201177744179200	769291	8	8	lang1
455201177744179200	769291	9	9	lang1
455201177744179200	769291	10	11	lang1
455201177744179200	769291	12	13	lang1
455201177744179200	769291	14	14	lang1
455201177744179200	769291	15	16	lang1
455201177744179200	769291	17	23	ne
455201177744179200	769291	24	24	lang1
876390807	15686159	0	1	lang1
876390807	15686159	2	4	ne
876390807	15686159	6	6	lang1
876390807	15686159	7	7	lang1
876390807	15686159	8	9	lang1
876390807	15686159	12	13	lang1
876390807	15686159	14	15	lang1
876390807	15686159	17	17	lang1
876390807	15686159	18	18	lang1
876390807	15686159	19	19	lang1
876390807	15686159	20	20	lang1
876390807	15686159	21	21	lang1
876390807	15686159	22	24	lang1
876390807	15686159	25	31	ne
455916422892224512	1074441	0	8	ne
455916422892224512	1074441	10	10	ne
455916422892224512	1074441	12	14	ne
455916422892224512	1074441	16	18	ne
455916422892224512	1074441	20	26	lang2
455916422892224512	1074441	28	34	lang2
455916422892224512	1074441	37	40	lang2
455916422892224512	1074441	42	45	lang2
455916422892224512	1074441	47	48	lang2
455916422892224512	1074441	50	53	lang2
455916422892224512	1074441	55	56	lang1
455916422892224512	1074441	57	58	lang1
455916422892224512	1074441	59	60	lang1
455916422892224512	1074441	61	61	lang1
456490493581344770	4496321	1	7	other
456490493581344770	4496321	9	10	lang1
456490493581344770	4496321	11	12	lang1
456490493581344770	4496321	14	15	lang2
456490493581344770	4496321	17	17	lang1
456490493581344770	4496321	18	19	lang1
456490493581344770	4496321	20	21	lang1
456490493581344770	4496321	22	23	lang1
456490493581344770	4496321	24	24	lang1
456490493581344770	4496321	26	31	lang2
456490493581344770	4496321	33	34	lang1
456490493581344770	4496321	35	35	lang1
456490493581344770	4496321	36	37	lang1
456490493581344770	4496321	39	41	lang1
456490493581344770	4496321	42	42	lang1
442585048492302336	6339222	0	1	lang1
442585048492302336	6339222	2	2	lang1
442585048492302336	6339222	3	6	ne
442585048492302336	6339222	7	8	lang1
442585048492302336	6339222	9	9	lang1
442585048492302336	6339222	11	13	lang1
442585048492302336	6339222	14	14	lang1
442585048492302336	6339222	15	16	lang1
442585048492302336	6339222	17	17	lang1
442585048492302336	6339222	19	19	lang1
442585048492302336	6339222	20	22	other
442585048492302336	6339222	23	24	lang1
442585048492302336	6339222	25	25	lang1
442585048492302336	6339222	26	27	lang1
442585048492302336	6339222	28	28	lang1
442585048492302336	6339222	29	29	lang1
442585048492302336	6339222	30	30	lang1
442585048492302336	6339222	31	32	lang1
442585048492302336	6339222	36	37	lang1
442585048492302336	6339222	38	39	lang1
103128297982017536	15229247	0	1	lang1
103128297982017536	15229247	3	4	lang1
103128297982017536	15229247	5	5	lang1
103128297982017536	15229247	6	9	ne
103128297982017536	15229247	10	10	lang1
103128297982017536	15229247	11	11	lang1
103128297982017536	15229247	12	13	lang1
103128297982017536	15229247	14	14	lang1
103128297982017536	15229247	15	15	lang1
103128297982017536	15229247	16	18	other
103128297982017536	15229247	19	20	lang1
103128297982017536	15229247	21	21	lang1
103128297982017536	15229247	22	22	lang1
327304122955100160	15217888	0	0	lang1
327304122955100160	15217888	1	2	lang1
327304122955100160	15217888	3	3	lang1
327304122955100160	15217888	4	4	lang1
327304122955100160	15217888	5	6	lang1
327304122955100160	15217888	7	8	lang1
327304122955100160	15217888	9	9	lang1
327304122955100160	15217888	10	10	lang1
327304122955100160	15217888	14	15	lang1
327304122955100160	15217888	16	16	lang1
327304122955100160	15217888	17	18	lang1
327304122955100160	15217888	19	21	ne
327304122955100160	15217888	22	22	lang1
327304122955100160	15217888	26	32	ne
327304122955100160	15217888	33	33	lang1
327304122955100160	15217888	34	35	lang1
327304122955100160	15217888	36	37	ne
327304122955100160	15217888	38	38	lang1
337785977428914176	77763	0	6	ne
337785977428914176	77763	8	12	ne
337785977428914176	77763	14	14	lang1
337785977428914176	77763	15	15	lang1
337785977428914176	77763	17	22	ne
337785977428914176	77763	24	26	lang1
337785977428914176	77763	27	28	lang1
337785977428914176	77763	31	33	ne
337785977428914176	77763	34	35	lang1
337785977428914176	77763	37	37	lang1
337785977428914176	77763	38	39	ne
337785977428914176	77763	40	44	ne
337785977428914176	77763	46	47	lang1
337785977428914176	77763	48	49	lang1
337785977428914176	77763	50	51	lang1
337785977428914176	77763	52	52	lang1
337785977428914176	77763	53	55	lang1
337785977428914176	77763	58	59	lang1
337785977428914176	77763	62	64	ne
337785977428914176	77763	65	66	lang1
337785977428914176	77763	68	68	lang1
337785977428914176	77763	69	70	ne
337785977428914176	77763	71	71	lang1
337785977428914176	77763	72	73	lang1
454216108921212928	77593	0	1	lang1
